opt_level,wasm_opt,lto,codegen_units,strip,panic,build_time,wasm_opt_time,size,size_gzipped,frame_time
Three,S,Fat,One,DebugInfo,Unwind,0.2851994,64.6575,22241663,6645547,33.3
Three,Z,Fat,One,DebugInfo,Unwind,0.2851994,75.304276,20691706,6609049,33.98
Three,Three,Fat,One,DebugInfo,Unwind,0.2851994,71.643364,22329558,6667085,34.45
Three,Both,Fat,One,DebugInfo,Unwind,0.2851994,66.70081,22241663,6645547,33.05
Three,None,Fat,One,DebugInfo,Abort,0.307139,0,36964244,8899037,33.58
Three,S,Fat,One,DebugInfo,Abort,0.307139,66.170876,22241663,6645547,35.18
Three,Z,Fat,One,DebugInfo,Abort,0.307139,63.815838,20691706,6609049,33.87
Three,Three,Fat,One,DebugInfo,Abort,0.307139,71.162186,22329558,6667085,33.59
Three,Both,Fat,One,DebugInfo,Abort,0.307139,73.06102,22241663,6645547,34.58
Three,None,Fat,Default,None,Unwind,0.2932269,0,36964244,8899037,32.29
Three,S,Fat,Default,None,Unwind,0.2932269,75.61412,22241663,6645547,32.85
Three,Z,Fat,Default,None,Unwind,0.2932269,67.26409,20691706,6609049,33.72
Three,Three,Fat,Default,None,Unwind,0.2932269,77.45801,22329558,6667085,34.93
Three,Both,Fat,Default,None,Unwind,0.2932269,73.43675,22241663,6645547,34.58
Three,None,Fat,Default,None,Abort,0.28969252,0,36964244,8899037,32.71
Three,S,Fat,Default,None,Abort,0.28969252,71.992256,22241663,6645547,33.66
Three,Z,Fat,Default,None,Abort,0.28969252,69.32905,20691706,6609049,34.24
Three,Three,Fat,Default,None,Abort,0.28969252,77.17613,22329558,6667085,33.2
Three,Both,Fat,Default,None,Abort,0.28969252,64.4277,22241663,6645547,33.68
Three,None,Fat,Default,DebugInfo,Unwind,0.3090895,0,36964244,8899037,34.05
Three,S,Fat,Default,DebugInfo,Unwind,0.3090895,66.285904,22241663,6645547,32.53
Three,Z,Fat,Default,DebugInfo,Unwind,0.3090895,79.9978,20691706,6609049,33.77
Three,Three,Fat,Default,DebugInfo,Unwind,0.3090895,69.984924,22329558,6667085,34.57
Three,Both,Fat,Default,DebugInfo,Unwind,0.3090895,62.367886,22241663,6645547,33.03
Three,None,Fat,Default,DebugInfo,Abort,0.2990673,0,36964244,8899037,34.12
Three,S,Fat,Default,DebugInfo,Abort,0.2990673,64.477875,22241663,6645547,34.88
Three,Z,Fat,Default,DebugInfo,Abort,0.2990673,75.35772,20691706,6609049,34.19
Three,Three,Fat,Default,DebugInfo,Abort,0.2990673,77.10313,22329558,6667085,34.09
Three,Both,Fat,Default,DebugInfo,Abort,0.2990673,71.864105,22241663,6645547,32.67
