opt_level,wasm_opt,lto,codegen_units,strip,panic,build_time,wasm_opt_time,size,size_gzipped,frame_time
Three,Three,Fat,One,DebugInfo,Unwind,464.48474,50.49142,33026146,8816713,23.16
Three,Both,Fat,One,DebugInfo,Unwind,464.48474,46.44774,32989365,8806983,23.59
Three,None,Fat,One,DebugInfo,Abort,479.0717,0,44322461,10388760,22.3
Three,S,Fat,One,DebugInfo,Abort,479.0717,47.264153,32989762,8807381,22.56
Three,Z,Fat,One,DebugInfo,Abort,479.0717,49.62631,28555853,8677340,21.78
Three,Three,Fat,One,DebugInfo,Abort,479.0717,51.094997,33026543,8817659,24.43
Three,Both,Fat,One,DebugInfo,Abort,479.0717,46.986927,32989762,8807381,22.47
Three,None,Fat,Default,None,Unwind,581.9028,0,54158488,12055914,23.1
Three,S,Fat,Default,None,Unwind,581.9028,58.43583,37964111,10015126,23.65
Three,Z,Fat,Default,None,Unwind,581.9028,60.95752,32893789,9879050,22.29
Three,Three,Fat,Default,None,Unwind,581.9028,62.386486,38006305,10020384,22.39
Three,Both,Fat,Default,None,Unwind,581.9028,59.25021,37964111,10015126,24.6
Three,None,Fat,Default,None,Abort,591.9432,0,54151114,12061966,24.9
Three,S,Fat,Default,None,Abort,591.9432,56.536404,37905278,10011043,21.94
Three,Z,Fat,Default,None,Abort,591.9432,60.51345,32846079,9865915,24.11
Three,Three,Fat,Default,None,Abort,591.9432,61.815277,37947431,10015727,23.42
Three,Both,Fat,Default,None,Abort,591.9432,57.72764,37905278,10011043,24.89
Three,None,Fat,Default,DebugInfo,Unwind,585.0117,0,54158488,12055914,23.05
Three,S,Fat,Default,DebugInfo,Unwind,585.0117,58.196922,37964111,10015126,25.39
Three,Z,Fat,Default,DebugInfo,Unwind,585.0117,62.40638,32893789,9879050,23.76
Three,Three,Fat,Default,DebugInfo,Unwind,585.0117,63.14051,38006305,10020384,23.94
Three,Both,Fat,Default,DebugInfo,Unwind,585.0117,56.41866,37964111,10015126,23.49
Three,None,Fat,Default,DebugInfo,Abort,578.4805,0,54151114,12061966,23.66
Three,S,Fat,Default,DebugInfo,Abort,578.4805,57.734554,37905278,10011043,23.03
Three,Z,Fat,Default,DebugInfo,Abort,578.4805,61.20524,32846079,9865915,24.25
Three,Three,Fat,Default,DebugInfo,Abort,578.4805,62.711224,37947431,10015727,22.18
Three,Both,Fat,Default,DebugInfo,Abort,578.4805,56.850483,37905278,10011043,23.49
